1,emp_no,first_name,last_name,birth_date,from_date,to_date,title
974,290478,Tsvetan,Sherertz,1/3/1965,8/7/1989,1/1/1999,Engineer
975,290563,Shigehiro,Oxenboll,1/9/1965,2/26/1986,1/1/1999,Senior Engineer
976,290769,Lalit,Blokdijk,1/26/1965,2/1/1999,1/1/1999,Senior Engineer
977,291352,Danai,Trelles,1/7/1965,8/26/1997,1/1/1999,Technique Leader
978,291612,Siamak,Gomatam,1/30/1965,7/8/1998,1/1/1999,Engineer
979,291669,Faiza,Bach,1/4/1965,9/13/1999,1/1/1999,Engineer
980,292110,Menkae,Showalter,1/23/1965,8/9/1996,1/1/1999,Senior Engineer
981,292146,Khatoun,Pulkowski,1/9/1965,1/9/2002,1/1/1999,Engineer
982,292210,Masaru,Huhdanpaa,1/17/1965,11/23/1996,1/1/1999,Senior Engineer
983,292404,Hongzue,Zultner,1/28/1965,2/22/1990,1/1/1999,Senior Staff
984,292504,Georgi,Bednarek,1/27/1965,3/2/1994,1/1/1999,Engineer
985,292515,Bernd,Thummel,1/4/1965,8/3/1989,1/1/1999,Engineer
986,292828,Ziya,Tokunaga,1/10/1965,1/8/1986,1/1/1999,Engineer
987,293080,Hideyuki,Slaats,1/12/1965,5/30/1987,1/1/1999,Senior Staff
988,293154,Syozo,Maliniak,1/21/1965,6/6/1993,1/1/1999,Senior Staff
989,293280,Moti,Steenbeek,1/24/1965,1/22/1987,1/1/1999,Senior Engineer
990,293329,Fumiya,Griswold,1/15/1965,6/12/1986,1/1/1999,Senior Engineer
991,293746,Sanjay,Litecky,1/25/1965,8/27/1995,1/1/1999,Engineer
992,293752,Jungsoon,Bail,1/4/1965,2/18/1986,1/1/1999,Senior Staff
993,294144,Takanari,Ermel,1/9/1965,1/11/1992,1/1/1999,Staff
994,294241,Marl,Fiebach,1/12/1965,7/26/1994,1/1/1999,Staff
995,294446,Claudi,Ruemmler,1/27/1965,8/13/1999,1/1/1999,Staff
996,294461,Siddarth,Rosiles,1/14/1965,11/18/1985,1/1/1999,Senior Engineer
997,294527,Ashish,Candan,1/4/1965,2/2/1992,1/1/1999,Senior Staff
998,294652,Hironobu,Brodie,1/27/1965,12/21/1998,1/1/1999,Senior Engineer
999,294791,Vesna,Lammel,1/28/1965,10/8/1999,1/1/1999,Assistant Engineer
1000,294857,Caolyn,Ozeri,1/15/1965,7/29/1986,1/1/1999,Engineer
1001,295030,Fun,Keirsey,1/1/1965,7/9/1985,1/1/1999,Senior Staff
1002,295236,Kauko,Fujisawa,1/24/1965,9/13/1987,1/1/1999,Engineer
1003,295254,Xuejun,Pfau,1/15/1965,7/24/1985,1/1/1999,Staff
1004,295255,Jacopo,Bellone,1/4/1965,3/13/1988,1/1/1999,Technique Leader
1005,295262,Moon,Pews,1/22/1965,8/6/1994,1/1/1999,Assistant Engineer
1006,295268,Eben,Calkin,1/28/1965,12/19/1996,1/1/1999,Senior Staff
1007,295278,Val,Barvinok,1/4/1965,1/2/1990,1/1/1999,Senior Engineer
1008,295411,Chiranjit,Serot,1/18/1965,4/4/1997,1/1/1999,Staff
1009,295857,Kankanahalli,Ciolek,1/17/1965,12/26/1989,1/1/1999,Senior Staff
1010,296062,Shaz,Driscoll,1/29/1965,10/3/1998,1/1/1999,Staff
1011,296303,Mariangiola,Heyers,1/28/1965,8/4/1992,1/1/1999,Technique Leader
1012,296428,Charmane,Simmen,1/3/1965,3/7/1989,1/1/1999,Staff
1013,296664,Dipayan,Geffroy,1/31/1965,9/17/1987,1/1/1999,Senior Engineer
1014,296687,Palash,Spieker,1/2/1965,5/11/1991,1/1/1999,Staff
1015,296718,Kamakshi,Bahl,1/30/1965,12/22/1987,1/1/1999,Senior Engineer
1016,297232,Lokesh,Saoudi,1/16/1965,5/25/1999,1/1/1999,Senior Staff
1017,297431,Cathie,Ratnakar,1/12/1965,6/23/1996,1/1/1999,Senior Staff
1018,297474,Irena,Terkki,1/13/1965,3/11/1998,1/1/1999,Staff
1019,297905,Marc,Bahl,1/12/1965,6/18/1997,1/1/1999,Assistant Engineer
1020,297954,Sailaja,Fujisaki,1/13/1965,7/24/1995,1/1/1999,Assistant Engineer
1021,298339,King,Benzmuller,1/11/1965,9/4/1986,1/1/1999,Engineer
1022,298577,Florina,Litecky,1/11/1965,12/2/1985,1/1/1999,Staff
1023,298953,Zita,Syang,2/1/1965,12/29/1998,1/1/1999,Staff
1024,299346,Fumitake,Sichman,1/9/1965,2/21/1991,1/1/1999,Senior Staff
1025,299580,Luisa,Itzfeldt,1/21/1965,1/23/1997,1/1/1999,Engineer
1026,299718,Denny,Shobatake,1/15/1965,6/22/1997,1/1/1999,Senior Staff
1027,299737,Patricio,Itzfeldt,2/1/1965,5/21/1985,1/1/1999,Senior Staff
1028,400046,Hilari,Christ,1/12/1965,10/7/1996,1/1/1999,Senior Staff
1029,400358,Angus,Jullig,1/31/1965,4/13/1989,1/1/1999,Engineer
1030,400683,Kamakshi,Manders,1/28/1965,8/5/1995,1/1/1999,Staff
1031,400780,Poornachandra,Asser,1/9/1965,11/7/1993,1/1/1999,Engineer
1032,400796,Bodo,Halevi,1/10/1965,5/30/1996,1/1/1999,Engineer
1033,401154,Danae,Kragelund,1/27/1965,5/20/1987,1/1/1999,Staff
1034,401278,Oguz,Schurmann,1/16/1965,11/11/1986,1/1/1999,Assistant Engineer
1035,401333,Martins,Shokrollahi,1/30/1965,11/4/1986,1/1/1999,Senior Engineer
1036,401420,Florian,Uhrig,1/6/1965,1/31/1987,1/1/1999,Senior Staff
1037,401574,Yannik,Falco,1/13/1965,1/15/1988,1/1/1999,Technique Leader
1038,402025,Shigehito,Duclos,1/20/1965,9/20/1987,1/1/1999,Senior Engineer
1039,402102,Kersti,Granlund,1/21/1965,3/19/1995,1/1/1999,Engineer
1040,402664,Subhada,Janetzko,1/4/1965,1/25/1987,1/1/1999,Senior Engineer
1041,402718,Jeanna,Rettelbach,1/17/1965,2/14/1990,1/1/1999,Senior Engineer
1042,402827,Weidon,Pollacia,1/28/1965,3/24/2002,1/1/1999,Senior Staff
1043,403010,Toshimitsu,Sluis,1/16/1965,2/18/1985,1/1/1999,Senior Engineer
1044,403621,Deborah,Kaminger,1/7/1965,6/4/1988,1/1/1999,Senior Staff
1045,403644,Krisda,Hainaut,1/19/1965,7/8/1995,1/1/1999,Senior Staff
1046,403954,Jeanna,Bratten,1/10/1965,7/26/1990,1/1/1999,Engineer
1047,404018,Valery,Babb,1/11/1965,10/19/1998,1/1/1999,Senior Engineer
1048,404236,Zengping,Kakkar,1/12/1965,7/22/1988,1/1/1999,Engineer
1049,404462,Anestis,Setlzner,1/9/1965,7/13/1985,1/1/1999,Engineer
1050,404573,Eberhardt,Spelt,1/31/1965,7/5/1997,1/1/1999,Staff
1051,404755,Manu,Junet,1/13/1965,4/20/1991,1/1/1999,Senior Staff
1052,404788,Basem,Beausoleil,1/16/1965,3/16/1998,1/1/1999,Engineer
1053,405015,Morris,Fargier,1/2/1965,6/29/1988,1/1/1999,Senior Staff
1054,405063,Yechezkel,Yurov,1/26/1965,11/16/2001,1/1/1999,Senior Engineer
1055,406125,Georgi,Portugali,1/25/1965,9/27/1987,1/1/1999,Technique Leader
1056,406239,Marek,Tomescu,1/9/1965,5/15/1995,1/1/1999,Engineer
1057,406564,Parviz,Picco,1/25/1965,4/16/1995,1/1/1999,Engineer
1058,406714,Malu,Ossenbruggen,2/1/1965,11/21/1986,1/1/1999,Senior Staff
1059,406847,Alexius,Crouzet,1/24/1965,10/5/1999,1/1/1999,Staff
1060,407522,Tommaso,Raczkowsky,1/25/1965,8/29/1996,1/1/1999,Staff
1061,407837,Fei,Erez,2/1/1965,4/2/1988,1/1/1999,Senior Engineer
1062,408019,Shridhar,Chleq,1/1/1965,3/22/1986,1/1/1999,Assistant Engineer
1063,408114,Geoffrey,Ladret,1/5/1965,1/3/1994,1/1/1999,Engineer
1064,408163,Irene,Sethi,1/21/1965,8/12/2000,1/1/1999,Senior Engineer
1065,408417,Tsz,Daescu,1/19/1965,9/28/1994,1/1/1999,Staff
1066,408437,Uno,Solares,1/29/1965,9/22/1994,1/1/1999,Staff
1067,408447,Mayuri,Werthner,1/13/1965,2/20/2001,1/1/1999,Staff
1068,408654,Yongqiao,Cochrane,1/9/1965,10/27/1986,1/1/1999,Staff
1069,408953,Jolita,Claffy,1/26/1965,12/24/1993,1/1/1999,Senior Engineer
1070,409391,Willard,Verspoor,1/6/1965,2/28/1999,1/1/1999,Engineer
1071,409798,Dekang,Tsunoo,1/15/1965,1/19/1995,1/1/1999,Technique Leader
1072,409805,Frazer,Candan,1/15/1965,3/5/1999,1/1/1999,Senior Engineer
1073,409898,Divier,Ishibashi,2/1/1965,9/22/1989,1/1/1999,Engineer
1074,410028,Xiadong,McClurg,1/11/1965,9/17/1985,1/1/1999,Senior Staff
1075,410372,Duri,Mitina,1/8/1965,3/4/1990,1/1/1999,Engineer
1076,410433,Kazuhisa,Riesenhuber,1/19/1965,10/6/1992,1/1/1999,Senior Engineer
1077,410616,Gudjon,Kalorkoti,1/18/1965,4/14/1994,1/1/1999,Engineer
1078,410804,Ronnie,Denos,1/17/1965,6/8/1992,1/1/1999,Engineer
1079,410881,Koichi,Grabner,1/6/1965,4/5/2000,1/1/1999,Senior Engineer
1080,411070,Otmar,Brandsma,1/29/1965,5/28/1987,1/1/1999,Engineer
1081,411082,Martine,Cangellaris,1/8/1965,4/28/1992,1/1/1999,Senior Engineer
1082,411143,Goncalo,Barbanera,1/8/1965,9/1/1996,1/1/1999,Senior Staff
1083,412404,Mitsuyuki,Jeansoulin,1/15/1965,10/28/1999,1/1/1999,Senior Engineer
1084,412757,Leen,Peak,1/3/1965,11/20/1999,1/1/1999,Engineer
1085,413098,Hsiangchu,Taubenfeld,1/26/1965,4/17/1993,1/1/1999,Staff
1086,413205,Mototsugu,Prampolini,1/9/1965,6/12/1988,1/1/1999,Senior Staff
1087,413666,Remco,Duclos,1/5/1965,4/18/1988,1/1/1999,Senior Staff
1088,413729,Harjit,Ernst,1/2/1965,4/26/1992,1/1/1999,Technique Leader
1089,413831,Mohamadou,Grabner,1/9/1965,11/25/1991,1/1/1999,Senior Staff
1090,413832,Marco,Jahnichen,1/24/1965,3/28/1995,1/1/1999,Senior Staff
1091,414027,Tadanori,Msuda,1/31/1965,2/20/1993,1/1/1999,Senior Engineer
1092,414091,Wuxu,Kuhnemann,1/17/1965,8/19/1997,1/1/1999,Engineer
1093,414543,Bernd,Anick,1/3/1965,11/19/1988,1/1/1999,Senior Engineer
1094,414551,Elliott,Copas,1/22/1965,9/13/1994,1/1/1999,Senior Engineer
1095,414662,Ipke,Schneeberger,1/21/1965,9/20/1985,1/1/1999,Engineer
1096,414714,Chinho,Delgrande,1/6/1965,11/7/1996,1/1/1999,Senior Staff
1097,414814,Dayanand,Wielonsky,1/28/1965,2/28/1999,1/1/1999,Staff
1098,414897,Juyoung,Willoner,1/17/1965,11/3/1989,1/1/1999,Senior Staff
1099,415187,Juyoung,Peltason,1/3/1965,9/1/1998,1/1/1999,Assistant Engineer
1100,415338,Shigeo,Emmart,1/22/1965,12/24/1995,1/1/1999,Assistant Engineer
1101,415363,Conal,Shackell,1/19/1965,2/23/1995,1/1/1999,Senior Staff
1102,415563,Mrinalini,Bierbaum,1/21/1965,3/12/1986,1/1/1999,Engineer
1103,416074,Alain,Lieberherr,1/8/1965,5/11/1987,1/1/1999,Engineer
1104,416383,Nectarios,Itschner,1/29/1965,3/2/1990,1/1/1999,Engineer
1105,416420,Adamantios,Heemskerk,1/22/1965,8/8/1986,1/1/1999,Senior Staff
1106,416492,Kannan,Meriste,1/15/1965,8/12/1992,1/1/1999,Senior Engineer
1107,416660,Nathalie,Luke,1/28/1965,9/16/1987,1/1/1999,Assistant Engineer
1108,416720,Tokuyasu,Xiaoshan,1/14/1965,9/19/1991,1/1/1999,Engineer
1109,416877,Gio,Orsini,1/2/1965,12/7/1988,1/1/1999,Senior Staff
1110,416892,Shooichi,Vandervoorde,1/3/1965,8/16/1996,1/1/1999,Engineer
1111,417435,Bouchung,Zaumen,1/3/1965,1/29/1999,1/1/1999,Senior Staff
1112,418239,Josyula,Motley,1/3/1965,3/26/1996,1/1/1999,Senior Engineer
1113,418247,Oscar,Oppitz,1/8/1965,7/27/2002,1/1/1999,Senior Staff
1114,418298,Arvin,Pusterhofer,1/8/1965,3/2/1995,1/1/1999,Engineer
1115,418309,Danel,Petereit,1/24/1965,2/21/1985,1/1/1999,Engineer
1116,418380,Kazuhiko,Gornas,1/2/1965,5/20/1993,1/1/1999,Senior Engineer
1117,418566,Kazuhide,Snedden,1/27/1965,6/14/1996,1/1/1999,Senior Engineer
1118,418606,Michaela,Otillio,1/11/1965,1/5/1994,1/1/1999,Engineer
1119,418717,Arunachalam,Magliocco,1/20/1965,12/23/1987,1/1/1999,Staff
1120,418860,Ymte,Dalton,2/1/1965,11/22/1992,1/1/1999,Senior Staff
1121,419099,Heon,Broomell,1/15/1965,5/6/1998,1/1/1999,Staff
1122,419953,Ung,Orlowski,1/29/1965,7/22/1991,1/1/1999,Senior Staff
1123,420086,Susuma,Kitsuregawa,1/27/1965,5/28/1985,1/1/1999,Engineer
1124,420476,Mariangiola,Bolsens,1/28/1965,6/15/1985,1/1/1999,Staff
1125,420557,Mabhin,Eastman,1/6/1965,8/2/1989,1/1/1999,Senior Staff
1126,420694,Frazer,Barbanera,1/19/1965,11/4/1986,1/1/1999,Senior Staff
1127,420732,Willard,Morrin,1/6/1965,5/27/1996,1/1/1999,Staff
1128,420759,Raimond,Solovay,1/4/1965,10/3/1997,1/1/1999,Staff
1129,420765,Shawna,Krider,1/17/1965,3/9/1990,1/1/1999,Senior Staff
1130,420877,Khosrow,Erez,1/29/1965,2/11/1990,1/1/1999,Senior Staff
1131,421022,Shigeaki,Butner,1/26/1965,7/13/1996,1/1/1999,Senior Staff
1132,421033,Garnik,Randt,1/14/1965,12/23/1989,1/1/1999,Staff
1133,421074,Zhaofang,Falster,1/7/1965,6/29/1994,1/1/1999,Senior Staff
1134,421312,Mariangiola,Bashian,1/13/1965,9/18/1999,1/1/1999,Engineer
1135,421384,Renny,Bednarek,1/2/1965,6/1/1987,1/1/1999,Staff
1136,421755,Shichao,Thiria,1/3/1965,1/11/1989,1/1/1999,Assistant Engineer
1137,422146,Kenton,Miara,1/8/1965,3/13/2002,1/1/1999,Engineer
1138,422783,Jagoda,Uhrig,1/18/1965,9/1/1995,1/1/1999,Engineer
1139,423038,Takushi,Strehl,1/20/1965,10/4/1988,1/1/1999,Senior Staff
1140,423204,Uma,Stranks,1/8/1965,9/13/1991,1/1/1999,Staff
1141,423208,Joydip,Krone,1/19/1965,2/8/1995,1/1/1999,Engineer
1142,423214,Tsutomu,Tetzlaff,1/31/1965,9/24/1987,1/1/1999,Senior Staff
1143,423327,Constantijn,Lichtman,1/27/1965,6/26/1994,1/1/1999,Staff
1144,423350,Heping,Monarch,1/4/1965,4/15/1988,1/1/1999,Staff
1145,423633,Mariusz,Tokunaga,1/30/1965,2/11/1985,1/1/1999,Senior Engineer
1146,423993,Seshu,Kolvik,1/1/1965,12/9/1988,1/1/1999,Technique Leader
1147,424569,Danco,Luff,1/14/1965,10/30/1997,1/1/1999,Engineer
1148,424584,Kagan,Dredge,2/1/1965,2/26/1994,1/1/1999,Engineer
1149,424685,Changho,Veevers,1/10/1965,3/3/1997,1/1/1999,Senior Staff
1150,424797,Theron,Itschner,1/19/1965,5/16/1985,1/1/1999,Senior Staff
1151,424805,Jacqueline,Zallocco,1/24/1965,12/17/1987,1/1/1999,Senior Staff
1152,424930,Xuejun,Reeker,1/19/1965,11/18/1988,1/1/1999,Senior Staff
1153,424984,Vasilis,Waleschkowski,1/11/1965,5/26/1996,1/1/1999,Engineer
1154,425437,Moni,Staudhammer,1/3/1965,3/23/1999,1/1/1999,Engineer
1155,425535,Alagu,Vieri,1/18/1965,8/23/1986,1/1/1999,Senior Staff
1156,425540,Paddy,Zumaque,1/3/1965,11/12/1995,1/1/1999,Senior Staff
1157,425757,Yongdong,Jiang,1/18/1965,1/31/1995,1/1/1999,Senior Staff
1158,425780,Paris,Range,1/15/1965,10/25/1989,1/1/1999,Senior Staff
1159,425830,Guther,Conia,1/30/1965,2/13/1999,1/1/1999,Engineer
1160,425875,Jahangir,Kroft,1/19/1965,6/11/1990,1/1/1999,Senior Staff
1161,426153,Shahaf,Luce,1/16/1965,4/6/1999,1/1/1999,Senior Staff
1162,426168,Kaijung,Mateescu,1/10/1965,11/18/1987,1/1/1999,Senior Staff
1163,426228,Supot,Badache,1/17/1965,8/17/1996,1/1/1999,Engineer
1164,426235,Danco,Rajala,1/31/1965,3/29/1991,1/1/1999,Senior Staff
1165,426644,Zejun,Broomell,1/13/1965,1/19/1995,1/1/1999,Senior Engineer
1166,426706,Karsten,Kawashima,1/7/1965,3/15/1994,1/1/1999,Senior Engineer
1167,426795,Huican,Lunn,1/7/1965,7/23/1986,1/1/1999,Staff
1168,426818,Gaurav,Fendler,1/21/1965,2/15/1992,1/1/1999,Staff
1169,426819,Sandeepan,Kulisch,1/13/1965,5/16/1997,1/1/1999,Engineer
1170,426824,Gopalakrishnan,Mawatari,1/25/1965,12/7/1997,1/1/1999,Staff
1171,426958,Weijing,Viele,1/19/1965,10/3/1985,1/1/1999,Engineer
1172,427313,Utpal,Kemmerer,1/31/1965,12/4/1986,1/1/1999,Senior Staff
1173,427320,Mamdouh,Ramamoorthy,1/13/1965,1/13/2000,1/1/1999,Senior Engineer
1174,427332,Feiyu,Hemaspaandra,1/20/1965,6/4/1995,1/1/1999,Staff
1175,427571,Torsten,Ranta,1/20/1965,7/3/1995,1/1/1999,Senior Engineer
1176,427776,Jaques,Navazio,1/25/1965,4/4/1989,1/1/1999,Staff
1177,427805,Haldun,Compeau,1/21/1965,10/15/1997,1/1/1999,Senior Staff
1178,427823,Jaques,Gecsei,1/18/1965,7/13/1999,1/1/1999,Staff
1179,427852,Adil,Kieras,1/2/1965,7/20/1992,1/1/1999,Senior Engineer
1180,428082,Ronghao,Alpin,1/9/1965,9/11/1991,1/1/1999,Staff
1181,428160,Jamaludin,Kalorkoti,1/12/1965,9/6/1998,1/1/1999,Senior Staff
1182,428195,Hatsukazu,Rosca,1/11/1965,8/2/1993,1/1/1999,Senior Staff
1183,428219,Ghassan,Androutsos,1/21/1965,12/26/1987,1/1/1999,Senior Staff
1184,428917,Theron,Billawala,1/23/1965,2/17/1989,1/1/1999,Assistant Engineer
1185,429087,Hugh,Senzako,1/27/1965,10/15/1992,1/1/1999,Technique Leader
1186,429231,Kazuyasu,Schmiedel,1/9/1965,9/7/1985,1/1/1999,Staff
1187,429238,Mona,Luck,1/29/1965,5/11/1989,1/1/1999,Senior Staff
1188,429249,Alassane,Wolniewicz,1/28/1965,11/9/1993,1/1/1999,Senior Engineer
1189,429316,Seshu,Hiraishi,1/8/1965,8/10/1994,1/1/1999,Staff
1190,429381,Limsoon,Roohalamini,1/6/1965,11/26/1986,1/1/1999,Senior Staff
1191,429481,Subhada,Emmerich,1/9/1965,3/6/1996,1/1/1999,Engineer
1192,429520,Yongqiao,Francisci,1/6/1965,12/1/1999,1/1/1999,Engineer
1193,429532,Bartek,Vendrig,1/25/1965,6/6/1992,1/1/1999,Senior Staff
1194,429569,Fumiya,Chappelet,1/3/1965,9/3/1992,1/1/1999,Assistant Engineer
1195,429703,Ung,Honglei,1/6/1965,9/2/1986,1/1/1999,Senior Staff
1196,429899,Ranan,Marsiglia,1/30/1965,8/13/1999,1/1/1999,Staff
1197,429954,Renny,Gladwell,1/26/1965,2/27/1999,1/1/1999,Staff
1198,430054,Erzsebet,Setiz,1/22/1965,6/10/1993,1/1/1999,Engineer
1199,430558,Xiong,Roisin,1/7/1965,3/1/1988,1/1/1999,Engineer
1200,430593,Janalee,Lanzelotte,1/19/1965,12/1/1997,1/1/1999,Senior Staff
1201,430631,Kersti,Marsiglia,1/17/1965,2/19/1994,1/1/1999,Engineer
1202,430891,Khalil,Gien,1/6/1965,8/6/1991,1/1/1999,Senior Engineer
1203,431576,Masamitsu,Back,1/6/1965,4/12/1993,1/1/1999,Senior Staff
1204,431657,Visit,Thiran,1/31/1965,11/14/1986,1/1/1999,Engineer
1205,431882,Hideo,Varman,1/21/1965,6/19/1997,1/1/1999,Engineer
1206,431887,Poorav,Ranst,1/5/1965,6/1/1996,1/1/1999,Senior Engineer
1207,432031,Adamantios,Matzat,1/11/1965,3/1/1987,1/1/1999,Staff
1208,432034,Arfst,Uehara,1/24/1965,7/10/1994,1/1/1999,Senior Staff
1209,432121,Alair,Straney,1/6/1965,11/15/1986,1/1/1999,Senior Staff
1210,432257,Kwangjo,Hiltgen,1/20/1965,12/22/1998,1/1/1999,Engineer
1211,432261,Arve,Bergere,1/30/1965,7/28/1987,1/1/1999,Engineer
1212,432399,Nitsan,Nollmann,1/19/1965,9/29/1993,1/1/1999,Engineer
1213,432523,Takahiro,Maquelin,1/21/1965,7/21/1997,1/1/1999,Engineer
1214,432665,Flemming,Driscoll,1/2/1965,5/28/1994,1/1/1999,Engineer
1215,432787,Toshiko,Ibel,1/16/1965,11/23/1996,1/1/1999,Senior Engineer
1216,432956,Qunsheng,Birrer,1/25/1965,5/13/1986,1/1/1999,Senior Staff
1217,433059,Bojan,Montresor,1/2/1965,2/4/1995,1/1/1999,Staff
1218,433157,Tomofumi,Serna,1/16/1965,10/23/1999,1/1/1999,Staff
1219,433260,Make,Olivero,2/1/1965,6/1/1991,1/1/1999,Engineer
1220,433438,Keiichiro,Miyakawa,1/6/1965,9/12/1993,1/1/1999,Senior Staff
1221,434845,Takushi,Skogmar,1/11/1965,6/7/1985,1/1/1999,Staff
1222,434936,Sahrah,Rosis,1/15/1965,6/24/1994,1/1/1999,Engineer
1223,435042,Brigham,Borstler,1/10/1965,10/9/1995,1/1/1999,Staff
1224,435060,Moie,Lieblein,1/16/1965,7/12/1996,1/1/1999,Staff
1225,435181,Kazuhide,Fiutem,1/16/1965,5/10/1992,1/1/1999,Staff
1226,435289,Feixiong,Schurmann,1/4/1965,2/15/1987,1/1/1999,Senior Staff
1227,435305,Berthier,Pramanik,1/21/1965,1/23/1993,1/1/1999,Senior Staff
1228,435370,Conal,Basart,1/16/1965,5/17/1991,1/1/1999,Senior Staff
1229,435588,Genta,Pepe,1/29/1965,4/12/1994,1/1/1999,Senior Staff
1230,435602,Dietrich,Kranzdorf,1/29/1965,10/4/1992,1/1/1999,Senior Staff
1231,435774,Olivera,Bharadwaj,1/9/1965,4/1/1992,1/1/1999,Senior Staff
1232,435791,Hercules,Speer,1/7/1965,3/7/1994,1/1/1999,Senior Engineer
1233,436558,Subir,Greibach,1/8/1965,5/24/1992,1/1/1999,Senior Engineer
1234,436797,Ohad,Henders,1/24/1965,11/3/1990,1/1/1999,Senior Staff
1235,436827,Wojceich,Limongiello,1/30/1965,3/10/1988,1/1/1999,Senior Staff
1236,436915,Feixiong,Haraldson,1/13/1965,10/11/1998,1/1/1999,Staff
1237,437276,Dines,DeMori,1/17/1965,12/7/1987,1/1/1999,Senior Staff
1238,437369,Kazuhide,Biran,2/1/1965,1/25/1995,1/1/1999,Senior Staff
1239,437395,Sumant,Thambidurai,1/21/1965,8/24/1996,1/1/1999,Senior Staff
1240,437724,Erez,Luft,1/17/1965,12/14/1994,1/1/1999,Staff
1241,437870,Kerhong,Lorho,1/7/1965,3/17/2001,1/1/1999,Staff
1242,438038,Lena,Giaccio,1/1/1965,10/3/2001,1/1/1999,Senior Staff
1243,438264,Rasikan,Barreiro,1/19/1965,9/27/1991,1/1/1999,Senior Staff
1244,438557,Lidong,Swist,1/30/1965,9/16/1999,1/1/1999,Engineer
1245,439377,Mari,Plessier,1/28/1965,7/4/1997,1/1/1999,Senior Engineer
1246,439905,Kousuke,Levasseur,1/3/1965,3/16/1990,1/1/1999,Senior Staff
1247,439924,Gunilla,Kisuki,1/30/1965,8/14/1994,1/1/1999,Senior Staff
1248,440325,Douadi,Sullins,1/10/1965,9/25/1999,1/1/1999,Senior Staff
1249,440435,Sandeepan,Rosti,1/3/1965,11/26/1991,1/1/1999,Senior Engineer
1250,440450,Tzvetan,Scharstein,1/16/1965,6/16/1994,1/1/1999,Staff
1251,440642,Snehasis,Kalsbeek,1/14/1965,1/6/1988,1/1/1999,Staff
1252,440870,Filipp,Hasham,1/1/1965,10/14/1996,1/1/1999,Staff
1253,440937,Fabrizio,Usery,1/18/1965,10/13/1992,1/1/1999,Staff
1254,441197,Miquel,Legleitner,1/18/1965,6/28/1985,1/1/1999,Senior Staff
1255,441536,Chinho,Collette,1/10/1965,10/9/1995,1/1/1999,Senior Engineer
1256,441954,Leszek,Marchegay,1/3/1965,6/13/1999,1/1/1999,Engineer
1257,441965,Claudi,Heijenga,1/12/1965,8/30/1988,1/1/1999,Senior Staff
1258,442002,Ravishankar,Baig,1/3/1965,3/17/1992,1/1/1999,Senior Staff
1259,442096,Martijn,DiGiano,1/15/1965,6/15/1990,1/1/1999,Senior Engineer
1260,442312,Zengping,Cusworth,1/5/1965,6/7/1991,1/1/1999,Engineer
1261,442490,Navid,Luke,1/8/1965,10/17/1994,1/1/1999,Engineer
1262,442653,Mona,Hebden,1/4/1965,10/20/1995,1/1/1999,Engineer
1263,442700,Siddarth,Masada,1/6/1965,8/11/1997,1/1/1999,Staff
1264,442898,Aksel,Gire,1/7/1965,6/27/1999,1/1/1999,Engineer
1265,443108,Christfried,Atrawala,1/14/1965,11/29/1998,1/1/1999,Senior Staff
1266,443485,Marke,Klerer,1/23/1965,4/14/1990,1/1/1999,Senior Staff
1267,443841,Shaw,Kading,1/8/1965,7/16/1992,1/1/1999,Senior Staff
1268,443873,Vatsa,Ramsay,1/20/1965,6/16/2000,1/1/1999,Senior Staff
1269,444070,Heping,Skrikant,1/15/1965,11/27/1990,1/1/1999,Senior Staff
1270,444099,Kousuke,Worfolk,1/28/1965,3/22/1988,1/1/1999,Senior Staff
1271,444208,Irena,Cesareni,1/27/1965,10/30/1985,1/1/1999,Senior Staff
1272,444465,Prasadram,Bultermann,1/13/1965,10/25/1998,1/1/1999,Senior Engineer
1273,444487,Udi,Rullman,1/3/1965,4/9/1994,1/1/1999,Senior Engineer
1274,444643,Berna,Schonegge,1/18/1965,6/28/1998,1/1/1999,Staff
1275,445067,Eldridge,Kawashima,1/28/1965,2/27/1990,1/1/1999,Senior Engineer
1276,445152,Heping,Peac,1/9/1965,3/20/1985,1/1/1999,Staff
1277,445226,Oscar,Baumann,1/1/1965,1/22/1987,1/1/1999,Engineer
1278,445570,Van,Nations,1/25/1965,8/11/1986,1/1/1999,Technique Leader
1279,445723,Gaurav,Roison,1/31/1965,7/12/1991,1/1/1999,Staff
1280,445941,Masako,Dechter,1/11/1965,9/25/1985,1/1/1999,Technique Leader
1281,445950,Ebru,Valtorta,1/23/1965,12/9/1992,1/1/1999,Engineer
1282,446121,Fay,Cochrane,1/11/1965,12/13/1999,1/1/1999,Staff
1283,446306,Hercules,Kabayashi,1/22/1965,6/10/1991,1/1/1999,Senior Engineer
1284,446424,DAIDA,Nooteboom,1/16/1965,11/24/1985,1/1/1999,Engineer
1285,446897,Takahiro,Dalton,1/22/1965,9/30/1992,1/1/1999,Technique Leader
1286,446959,Aram,Passino,1/29/1965,1/28/1995,1/1/1999,Senior Engineer
1287,447018,Dannz,Miara,1/17/1965,12/4/1992,1/1/1999,Engineer
1288,447135,Gennady,Rouquie,1/31/1965,8/24/1989,1/1/1999,Senior Staff
1289,447232,Aleksander,Schaaf,1/22/1965,1/10/2000,1/1/1999,Senior Staff
1290,447376,Kirk,Zongker,1/7/1965,12/10/1999,1/1/1999,Staff
